quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata
201412,220318,6.785042,7.85,6.75,5.95,323,01/12/2014
201412,220322,2.536953,2.99,2.5,2,323,01/12/2014
201501,220322,2.523182,2.995,2.425,2,324,01/01/2015
201501,220318,6.777395,7.5,6.75,5.95,324,01/01/2015
201502,220318,6.733644,7.5,6.5,5.9,325,01/02/2015
201502,220322,2.513588,2.99,2.4,2,325,01/02/2015
201503,220318,6.72983,7.5,6.5,5.9,326,01/03/2015
201503,220322,2.491069,2.9,2.45,2,326,01/03/2015
201504,220322,2.498636,2.9,2.47,2,327,01/04/2015
201504,220318,6.864754,7.6,6.75,5.91,327,01/04/2015
201505,220322,2.543643,2.99,2.5,2,328,01/05/2015
201505,220318,6.820496,7.5,6.75,5.9,328,01/05/2015
201506,220318,6.835528,7.5,6.75,5.9,329,01/06/2015
201506,220322,2.539407,2.99,2.5,2,329,01/06/2015
201507,220322,2.539407,2.99,2.5,2,330,01/07/2015
201507,220318,6.834333,7.5,6.75,5.9,330,01/07/2015
201508,220318,6.840336,7.5,6.75,5.9,331,01/08/2015
201508,220322,2.551259,3,2.5,2,331,01/08/2015
201509,220322,2.558358,2.99,2.5,2,332,01/09/2015
201509,220318,6.851695,7.5,6.75,5.9,332,01/09/2015
201510,220318,6.82,7.5,6.65,5.9,333,01/10/2015
201510,220322,2.54947,2.99,2.5,2,333,01/10/2015
201511,220318,6.844872,7.5,6.75,5.95,334,01/11/2015
201511,220322,2.565454,2.995,2.5,2.025,334,01/11/2015
201512,220322,2.573206,3,2.5,2,335,01/12/2015
201512,220318,6.828547,7.5,6.75,5.9,335,01/12/2015
201601,220322,2.604511,3,2.6,2,336,01/01/2016
201601,220318,6.807603,7.5,6.55,5.85,336,01/01/2016
201602,220318,6.841322,7.55,6.75,5.95,337,01/02/2016
201602,220322,2.645433,3,2.5,2.05,337,01/02/2016
201603,220318,6.84984,7.55,6.75,5.95,338,01/03/2016
201603,220322,2.624962,3,2.5,2,338,01/03/2016
201604,220322,2.629,3,2.5,2.1,339,01/04/2016
201604,220318,6.895156,7.58,6.75,5.95,339,01/04/2016
201605,220318,6.893615,7.61,6.75,5.95,340,01/05/2016
201605,220322,2.665846,3,2.5,2.1,340,01/05/2016
201606,220318,6.920992,7.9,6.75,5.95,341,01/06/2016
201606,220322,2.667795,3,2.5,2.2,341,01/06/2016
201607,220318,6.915736,7.75,6.75,5.95,342,01/07/2016
201607,220322,2.66447,3,2.5,2.2,342,01/07/2016
201608,220322,2.727132,3,2.6,2.2,343,01/08/2016
201608,220318,6.995969,7.95,6.75,5.95,343,01/08/2016
201609,220318,6.905238,7.9,6.75,5.95,344,01/09/2016
201609,220322,2.748828,3.1,2.625,2.2,344,01/09/2016
201610,220322,2.744621,3,2.625,2.2,345,01/10/2016
201610,220318,6.932578,7.95,6.75,5.95,345,01/10/2016
201611,220318,6.938416,7.925,6.75,5.95,346,01/11/2016
201611,220322,2.752615,3,2.625,2.2,346,01/11/2016
201612,220322,2.76053,3,2.675,2.225,347,01/12/2016
201612,220318,6.966393,7.95,6.8,5.95,347,01/12/2016
201701,220322,2.784923,3,2.7,2.25,348,01/01/2017
201701,220318,6.991626,7.95,6.9,5.95,348,01/01/2017
201702,220322,2.772581,3,2.7,2.275,349,01/02/2017
201702,220318,7.097438,7.95,6.95,5.99,349,01/02/2017
201703,220322,2.76746,3,2.7,2.2,350,01/03/2017
201703,220318,7.107603,7.95,6.95,5.99,350,01/03/2017
201704,220318,7.0375,7.875,6.925,5.99,351,01/04/2017
201704,220322,2.778626,3,2.7,2.3,351,01/04/2017
201705,220322,2.764154,3,2.7,2.3,352,01/05/2017
201705,220318,7.129167,7.95,6.95,5.99,352,01/05/2017
201706,220318,7.136724,7.95,6.95,5.99,353,01/06/2017
201706,220322,2.777704,3,2.7,2.3,353,01/06/2017
201707,220318,7.146435,7.95,6.95,5.99,354,01/07/2017
201707,220322,2.786719,3.1,2.7,2.3,354,01/07/2017
201708,220318,7.157851,7.95,6.95,6,355,01/08/2017
201708,220322,2.809688,3.2,2.7,2.3,355,01/08/2017
201709,220322,2.786391,3.2,2.7,2.3,356,01/09/2017
201709,220318,7.25157,8,6.95,6.12,356,01/09/2017
201710,220322,2.795789,3.2,2.7,2.3,357,01/10/2017
201710,220318,7.217295,8,6.95,6.1,357,01/10/2017
201711,220318,7.257097,8.05,6.95,6.11,358,01/11/2017
201711,220322,2.810611,3.2,2.7,2.3,358,01/11/2017
201712,220322,2.823256,3.2,2.7,2.3,359,01/12/2017
201712,220318,7.27748,8,6.95,6.12,359,01/12/2017
201801,220322,2.827538,3.2,2.7,2.3,360,01/01/2018
201801,220318,7.270244,7.95,6.95,6.25,360,01/01/2018
201802,220322,2.83621,3.2,2.7,2.225,361,01/02/2018
201802,220318,7.245555,8,6.95,6.25,361,01/02/2018
201803,220318,7.274524,8.05,6.95,6.25,362,01/03/2018
201803,220322,2.825038,3.2,2.7,2.2,362,01/03/2018
201804,220318,7.221667,7.95,6.95,6.25,363,01/04/2018
201804,220322,2.810394,3.2,2.7,2.2,363,01/04/2018
201805,220318,7.211587,8,6.95,6.25,364,01/05/2018
201805,220322,2.815538,3.2,2.7,2.2,364,01/05/2018
201806,220318,7.24544,7.95,6.95,6.25,365,01/06/2018
201806,220322,2.849302,3.2,2.75,2.3,365,01/06/2018
201807,220318,7.24808,8,6.95,6.2,366,01/07/2018
201807,220322,2.876412,3.29,2.8,2.3,366,01/07/2018
201808,220322,2.877895,3.29,2.8,2.3,367,01/08/2018
201808,220318,7.291736,8,6.95,6.25,367,01/08/2018
201809,220322,2.906923,3.3,2.8,2.3,368,01/09/2018
201809,220318,7.390082,8.46,6.95,6.4,368,01/09/2018
201810,220318,7.321901,8,6.95,6.25,369,01/10/2018
201810,220322,2.905846,3.3,2.8,2.3,369,01/10/2018
201811,220322,2.894729,3.29,2.8,2.4,370,01/11/2018
201811,220318,7.34641,8,6.95,6.25,370,01/11/2018
201812,220322,2.938271,3.3,2.8,2.4,371,01/12/2018
201812,220318,7.417541,8.46,6.95,6.3,371,01/12/2018
201901,220322,2.948409,3.3,2.8,2.4,372,01/01/2019
201901,220318,7.444545,8.46,6.95,6.45,372,01/01/2019
201902,220322,2.957197,3.3,2.8,2.4,373,01/02/2019
201902,220318,7.600081,8.46,7.15,6.5,373,01/02/2019
201903,220322,3.021288,3.3,2.8,2.4,374,01/03/2019
201903,220318,7.635703,8.5,7.15,6.45,374,01/03/2019
201904,220322,3.025564,3.3,2.8,2.4,375,01/04/2019
201904,220318,7.654538,8.5,7.15,6.45,375,01/04/2019
201905,220318,7.622066,8.5,7.15,6.5,376,01/05/2019
201905,220322,3.085985,3.3,2.9,2.475,376,01/05/2019
201906,220318,7.64216,8.5,7.15,6.45,377,01/06/2019
201906,220322,3.112105,3.4,2.9,2.5,377,01/06/2019
201907,220318,7.64562,8.5,7.16,6.45,378,01/07/2019
201907,220322,3.136336,3.49,2.9,2.5,378,01/07/2019
201908,220318,7.788276,8.875,7.25,6.5,379,01/08/2019
201908,220322,3.112727,3.5,2.9,2.475,379,01/08/2019
201909,220322,3.118864,3.5,2.9,2.45,380,01/09/2019
201909,220318,7.739832,8.9,7.16,6.5,380,01/09/2019
201910,220318,7.716363,8.5,7.16,6.5,381,01/10/2019
201910,220322,3.141765,3.5,2.925,2.5,381,01/10/2019
201911,220322,3.164436,3.5,2.95,2.5,382,01/11/2019
201911,220318,7.769339,8.9,7.25,6.5,382,01/11/2019
201912,220318,7.80758,8.924999,7.3,6.5,383,01/12/2019
201912,220322,3.164701,3.5,2.97,2.5,383,01/12/2019
202001,220322,3.056147,3.4,2.9,2.5,384,01/01/2020
202001,220318,7.819748,8.5,7.32,6.5,384,01/01/2020
202002,220318,7.922,8.95,7.5,6.5,385,01/02/2020
202003,220318,7.914833,8.95,7.5,6.5,386,01/03/2020
202004,220318,8.295349,9.5,7.95,6.95,387,01/04/2020
202005,220318,8.159899,8.95,7.95,6.95,388,01/05/2020
202006,220318,7.894259,8.95,7.75,6.75,389,01/06/2020
202007,220318,8.10181,8.95,7.75,6.75,390,01/07/2020
202008,220318,7.957885,8.95,7.5,6.5,391,01/08/2020
202009,220318,8.085566,8.95,7.79,6.5,392,01/09/2020
202010,220318,8.143271,9,7.795,6.5,393,01/10/2020
202011,220318,8.095886,8.95,7.875,6.75,394,01/11/2020
202012,220318,8.246469,8.95,7.95,6.75,395,01/12/2020
202101,220318,8.158072,8.95,7.795,6.75,396,01/01/2021
202102,220318,8.158172,8.95,7.75,6.75,397,01/02/2021
202103,220318,8.121255,8.95,7.77,6.75,398,01/03/2021
202104,220318,8.2175,8.95,7.795,6.75,399,01/04/2021
202105,220318,8.259325,8.95,7.95,6.825,400,01/05/2021
202106,220318,8.274232,8.95,7.95,6.9,401,01/06/2021
202107,220318,8.273015,8.95,7.95,6.9,402,01/07/2021
202108,220318,8.264669,8.95,7.85,6.775,403,01/08/2021
202109,220318,8.343881,8.95,7.95,6.79,404,01/09/2021
202110,220318,8.37656,9.41,7.9,6.9,405,01/10/2021
202111,220318,8.40016,8.95,7.9,6.95,406,01/11/2021
202112,220318,8.442598,9.5,7.95,6.9,407,01/12/2021
202201,220318,8.46032,9.5,7.95,6.95,408,01/01/2022
202202,220318,8.518699,9.5,7.95,6.9,409,01/02/2022
202203,220318,8.615499,9.879999,7.95,6.925,410,01/03/2022
202204,220318,8.629113,9.879999,8,6.95,411,01/04/2022
202205,220318,8.780813,9.95,8.45,6.95,412,01/05/2022
202206,220318,8.955646,9.924999,8.5,7.225,413,01/06/2022
202207,220318,8.981131,9.95,8.5,7.15,414,01/07/2022
202208,220318,9.152844,9.95,8.530001,7.375,415,01/08/2022
202209,220318,9.261982,9.95,8.75,7.5,416,01/09/2022
202210,220318,9.212679,9.95,8.95,7.5,417,01/10/2022
